Name,Season Type,NBA ID,Year(s),Games,FG,FGA,FG Points,EFG%,EFG+,PAA,PAA/Game,PAR,PAR/Game,ShotSkill+,Volume Percentile,EFG Percentile,PAA/Game Percentile,PAR/Game Percentile,ShotSkill Percentile
Steve Kerr,Post,70,199798,20,33,76,85,55.9,116.2,11.8,0.6,21.7,1.1,117.5,6,89,72,53,90
Steve Kerr,Post,70,199899,10,8,30,19,31.7,69.6,-8.3,-0.8,-5.7,-0.6,74.1,4,5,20,11,6
Steve Kerr,Post,70,200001,8,12,25,29,58.0,125.7,5.9,0.7,8.8,1.1,128.1,4,93,70,48,98
Steve Kerr,Post,70,200102,3,6,14,14,50.0,107.4,1.0,0.3,2.2,0.7,116.7,11,73,65,48,93
Steve Kerr,Post,70,200203,6,7,11,19,86.4,182.2,8.6,1.4,9.9,1.6,178.2,0,100,87,69,100
Pooh Richardson,Post,71,199697,2,2,4,4,50.0,103.2,0.1,0.1,0.4,0.2,93.0,0,60,55,38,35
Kenny Anderson,Post,72,199697,4,22,46,49,53.3,109.9,4.4,1.1,7.8,1.9,111.6,67,80,82,82,81
Kenny Anderson,Post,72,200102,16,82,197,164,41.6,89.4,-19.5,-1.2,-2.6,-0.2,88.6,69,18,12,16,19
Kenny Anderson,Post,72,200203,4,4,12,8,33.3,70.3,-3.4,-0.8,-1.9,-0.5,79.5,3,5,24,12,11
Kenny Anderson,Post,72,200304,4,2,7,4,28.6,63.0,-2.4,-0.6,-1.8,-0.4,76.5,0,1,31,17,11
Hot Rod Williams,Post,73,199697,5,8,15,16,53.3,110.0,1.5,0.3,2.6,0.5,96.5,3,80,62,50,41
Hot Rod Williams,Post,73,199798,3,2,7,4,28.6,59.3,-2.7,-0.9,-1.8,-0.6,49.0,0,1,19,8,0
Cedric Ceballos,Post,76,199697,4,11,33,25,37.9,78.2,-7.0,-1.7,-4.6,-1.1,72.8,38,3,8,2,3
Cedric Ceballos,Post,76,200001,3,2,7,4,28.6,61.9,-2.5,-0.8,-1.7,-0.6,61.3,2,1,28,11,0
Bill Wennington,Post,82,199798,14,20,38,40,52.6,109.3,3.4,0.2,8.4,0.6,133.1,1,75,61,39,99
Latrell Sprewell,Post,84,199899,20,145,346,294,42.5,93.4,-20.7,-1.0,9.1,0.5,98.7,92,39,17,45,52
Latrell Sprewell,Post,84,199900,16,110,266,230,43.2,92.1,-19.6,-1.2,21.8,1.4,101.5,89,34,22,58,62
Latrell Sprewell,Post,84,200001,5,35,86,73,42.4,92.0,-6.4,-1.3,3.6,0.7,89.5,86,30,19,40,28
Latrell Sprewell,Post,84,200304,18,130,309,297,48.1,105.9,16.6,0.9,43.1,2.4,110.8,94,71,83,92,82
Brent Price,Post,85,199798,3,6,15,17,56.7,117.7,2.6,0.9,4.5,1.5,109.3,16,92,76,62,77
Brent Price,Post,85,199899,4,11,24,27,56.3,123.7,5.2,1.3,7.2,1.8,116.0,26,91,87,82,92
Dikembe Mutombo,Post,87,199697,10,54,86,108,62.8,129.6,24.6,2.5,31.0,3.1,128.9,40,98,94,92,96
